freq,unit,sex,age,icd10,geo\TIME_PERIOD,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,RT,M,TOTAL,C64,ITH1,6.42,6.41,6.73,4.31,7.8,3.1,5.0,4.2,6.08,6.8,4.15,6.43,4.52
A,RT,M,TOTAL,C64,ITH2,7.39,9.72,6.53,7.63,5.71,6.07,6.44,6.4,6.73,10.1,9.75,5.99,7.45
A,RT,M,TOTAL,C64,ITH3,7.78,8.77,8.2,8.7,8.75,8.06,9.14,7.14,8.45,7.57,8.55,7.98,8.09
A,RT,M,TOTAL,C64,ITH4,9.47,8.49,10.81,8.75,11.64,10.67,9.83,8.83,10.21,7.33,10.61,9.61,8.06
A,RT,M,TOTAL,C64,ITH5,8.88,10.4,8.95,8.03,9.93,9.88,9.35,9.28,8.1,9.08,8.04,7.34,8.73
A,RT,M,TOTAL,C64,ITI1,9.32,10.48,10.29,9.42,10.32,11.1,9.32,10.75,10.08,10.36,9.65,9.62,10.52
A,RT,M,TOTAL,C64,ITI2,8.67,9.19,7.95,9.78,7.47,9.83,10.32,8.26,10.93,8.36,8.64,12.3,7.49
A,RT,M,TOTAL,C64,ITI3,9.73,9.51,8.14,7.72,9.08,9.51,11.82,9.31,8.27,9.83,9.62,10.48,8.68
A,RT,M,TOTAL,C64,ITI4,7.4,6.71,7.79,7.94,7.04,9.15,7.66,7.49,7.22,7.72,7.8,7.62,8.12
A,RT,M,TOTAL,C67,ITC1,16.04,17.09,16.21,16.7,17.74,19.67,18.39,17.18,16.86,15.76,17.53,16.06,15.08
A,RT,M,TOTAL,C67,ITC2,14.5,11.28,15.98,17.56,14.44,14.51,12.94,6.5,13.05,13.13,11.56,9.94,11.6
A,RT,M,TOTAL,C67,ITC3,20.71,20.8,19.24,19.09,16.53,22.36,20.54,20.44,20.22,17.27,21.59,17.22,16.21
A,RT,M,TOTAL,C67,ITC4,12.63,11.48,12.42,12.06,11.28,13.95,13.57,14.01,14.67,14.15,12.81,13.74,13.11
A,RT,M,TOTAL,C67,ITF1,13.94,14.94,12.13,15.73,15.0,17.69,19.15,12.85,18.31,17.5,16.48,17.48,19.28
A,RT,M,TOTAL,C67,ITF2,13.71,15.06,15.65,14.98,15.01,15.69,26.23,14.57,16.12,18.44,24.23,21.56,19.52
A,RT,M,TOTAL,C67,ITF3,18.16,18.21,17.81,17.9,18.26,17.4,20.93,20.0,18.91,19.7,18.77,20.23,20.39
A,RT,M,TOTAL,C67,ITF4,16.24,15.95,16.93,16.94,17.31,18.82,16.79,17.84,19.34,19.29,17.15,18.24,18.25
A,RT,M,TOTAL,C67,ITF5,14.44,18.06,13.09,17.32,18.09,17.81,22.9,13.73,19.02,13.33,13.85,17.68,17.78
A,RT,M,TOTAL,C67,ITF6,12.71,16.04,14.16,15.74,14.83,14.12,15.4,16.02,15.76,14.49,14.75,16.11,15.95
A,RT,M,TOTAL,C67,ITG1,16.08,15.96,16.24,15.38,16.2,17.3,16.6,16.8,18.07,18.99,20.55,16.39,16.22
A,RT,M,TOTAL,C67,ITG2,15.92,16.73,16.7,14.85,14.86,16.87,16.28,18.79,20.14,16.05,18.89,20.35,15.79
A,RT,M,TOTAL,C67,ITH1,10.84,9.21,9.5,12.55,9.75,10.47,9.62,9.94,5.32,5.67,9.82,9.83,10.92
A,RT,M,TOTAL,C67,ITH2,15.17,19.04,11.14,11.06,11.79,15.56,14.76,10.16,12.34,13.09,10.88,17.6,10.8
A,RT,M,TOTAL,C67,ITH3,9.97,10.67,10.46,8.99,10.59,10.39,11.98,11.16,11.63,14.18,10.86,11.5,11.44
A,RT,M,TOTAL,C67,ITH4,12.35,12.91,11.99,11.27,11.47,13.89,12.89,12.05,12.59,10.92,11.12,12.18,13.37
A,RT,M,TOTAL,C67,ITH5,14.97,17.82,14.76,14.9,15.08,16.14,15.32,13.99,14.6,12.9,13.17,13.84,13.09
A,RT,M,TOTAL,C67,ITI1,18.25,18.18,18.01,17.3,20.35,20.64,19.8,19.83,18.7,19.65,18.51,17.78,17.21
A,RT,M,TOTAL,C67,ITI2,17.11,15.32,14.97,13.73,15.87,13.81,17.83,20.54,16.16,22.45,17.53,18.08,16.67
A,RT,M,TOTAL,C67,ITI3,16.4,18.08,15.07,16.5,15.48,16.88,16.25,14.57,14.78,17.88,14.02,15.58,16.82
A,RT,M,TOTAL,C67,ITI4,17.71,16.67,15.87,14.92,14.58,18.71,17.1,16.04,16.17,15.83,17.49,17.29,14.83
A,RT,M,TOTAL,C70-C72,ITC1,7.93,10.92,8.03,8.86,9.27,9.39,9.69,8.61,9.53,8.43,8.33,9.69,9.73
A,RT,M,TOTAL,C70-C72,ITC2,8.05,9.66,6.39,6.38,9.63,11.28,4.85,14.61,4.89,13.13,6.6,3.31,13.26
A,RT,M,TOTAL,C70-C72,ITC3,9.29,7.7,8.02,8.88,9.87,8.57,8.46,9.21,8.47,10.28,7.97,7.71,10.72
A,RT,M,TOTAL,C70-C72,ITC4,7.09,7.2,7.83,8.02,7.29,7.75,8.06,8.24,7.68,8.77,7.45,9.22,8.77
A,RT,M,TOTAL,C70-C72,ITF1,7.59,6.76,6.22,6.32,8.51,7.76,9.5,11.44,7.1,9.7,8.16,8.02,11.57
A,RT,M,TOTAL,C70-C72,ITF2,4.57,6.55,4.57,9.12,7.18,7.85,7.87,10.6,10.75,10.93,4.15,13.21,11.85
A,RT,M,TOTAL,C70-C72,ITF3,5.98,6.58,6.76,6.81,6.81,6.85,6.79,7.06,7.7,6.41,7.47,7.04,8.26
A,RT,M,TOTAL,C70-C72,ITF4,6.89,6.73,6.64,7.36,7.82,7.39,7.46,8.76,8.09,7.77,9.88,8.02,8.89
A,RT,M,TOTAL,C70-C72,ITF5,7.4,8.86,4.95,6.72,7.09,6.41,7.87,10.84,5.49,6.66,8.23,6.77,10.59
A,RT,M,TOTAL,C70-C72,ITF6,6.67,7.23,6.25,6.32,5.81,6.75,5.41,5.48,6.43,6.97,8.37,6.62,8.42
A,RT,M,TOTAL,C70-C72,ITG1,5.43,7.03,5.69,6.6,6.68,6.82,6.52,8.15,6.89,7.89,8.0,8.13,7.47
A,RT,M,TOTAL,C70-C72,ITG2,7.03,5.24,7.79,8.59,8.35,8.12,8.51,6.35,9.57,8.15,8.22,9.27,9.32
A,RT,M,TOTAL,C70-C72,ITH1,3.61,8.01,9.1,11.76,7.8,8.14,11.16,8.41,8.37,4.54,7.55,6.81,6.02
A,RT,M,TOTAL,C70-C72,ITH2,13.61,10.49,4.99,10.68,5.71,6.07,6.81,5.64,6.73,7.86,7.13,4.49,8.94
A,RT,M,TOTAL,C70-C72,ITH3,7.02,7.51,7.62,7.74,7.13,7.81,7.81,7.9,8.2,9.08,7.96,8.61,8.47
A,RT,M,TOTAL,C70-C72,ITH4,6.77,10.02,9.96,10.43,9.45,8.64,8.82,7.98,10.55,8.53,8.56,9.61,8.06
A,RT,M,TOTAL,C70-C72,ITH5,8.03,6.56,7.36,8.68,8.4,9.41,8.75,9.69,9.81,10.14,8.22,8.86,9.42
A,RT,M,TOTAL,C70-C72,ITI1,8.99,8.95,8.78,9.87,9.82,7.82,8.82,8.63,9.74,9.74,9.98,9.57,10.07
A,RT,M,TOTAL,C70-C72,ITI2,5.62,7.31,8.19,9.78,8.87,7.25,9.15,6.85,11.17,9.07,7.44,9.64,11.84
A,RT,M,TOTAL,C70-C72,ITI3,5.87,9.51,8.8,9.05,7.21,9.51,9.54,8.5,8.68,8.87,12.51,11.31,10.75
A,RT,M,TOTAL,C70-C72,ITI4,6.57,7.96,7.1,8.25,8.31,7.88,7.97,9.51,8.37,8.8,7.98,8.27,9.2
A,RT,M,TOTAL,C73,ITC1,0.94,1.09,0.94,0.98,0.84,0.94,0.71,0.57,1.0,0.91,1.3,0.68,1.25
A,RT,M,TOTAL,C73,ITC2,,,1.6,,1.6,,,3.25,,,,,
A,RT,M,TOTAL,C73,ITC3,1.19,1.22,1.07,0.66,0.8,0.67,0.94,1.49,0.96,0.96,1.1,0.69,0.82
A,RT,M,TOTAL,C73,ITC4,0.55,0.68,0.77,0.64,0.72,1.04,0.57,0.77,0.75,0.71,0.9,0.84,0.81
A,RT,M,TOTAL,C73,ITF1,0.93,0.16,0.31,0.77,0.77,0.78,0.78,0.47,0.16,1.11,0.32,0.64,0.64
A,RT,M,TOTAL,C73,ITF2,1.96,0.65,,,0.65,0.65,0.66,,,,2.08,0.7,1.39
A,RT,M,TOTAL,C73,ITF3,0.89,1.04,0.92,0.7,0.42,0.67,0.46,0.67,0.5,0.58,0.84,0.44,0.88
A,RT,M,TOTAL,C73,ITF4,0.55,0.87,0.25,1.06,0.96,0.76,0.71,0.77,0.62,0.57,0.73,0.89,1.32
A,RT,M,TOTAL,C73,ITF5,0.7,0.35,0.35,0.71,1.06,0.36,1.43,0.36,0.37,,0.37,1.5,1.13
A,RT,M,TOTAL,C73,ITF6,0.83,1.15,0.62,0.83,0.52,0.52,0.62,0.74,0.43,0.54,1.32,0.77,0.66
A,RT,M,TOTAL,C73,ITG1,0.65,1.12,1.1,0.77,0.97,0.61,0.61,0.99,0.71,0.55,0.77,0.77,1.15
A,RT,M,TOTAL,C73,ITG2,0.25,0.62,0.87,0.49,0.49,0.25,0.62,1.37,0.38,0.51,1.16,0.77,0.39
A,RT,M,TOTAL,C73,ITH1,1.61,0.8,,1.96,0.39,0.78,0.38,0.76,1.52,0.38,1.51,1.51,0.75
A,RT,M,TOTAL,C73,ITH2,,,0.77,0.76,,0.38,1.14,0.75,0.37,1.12,0.38,0.75,1.12
A,RT,M,TOTAL,C73,ITH3,0.67,0.76,0.67,0.79,0.79,0.46,0.5,0.58,0.67,1.17,0.8,0.8,0.75
A,RT,M,TOTAL,C73,ITH4,0.34,0.51,0.17,0.34,0.34,1.35,0.68,1.19,0.68,0.85,0.51,0.86,0.86
A,RT,M,TOTAL,C73,ITH5,0.8,1.0,0.8,0.46,1.02,0.6,0.6,0.55,0.78,1.01,0.46,0.97,0.92
A,RT,M,TOTAL,C73,ITI1,0.84,1.25,0.67,0.72,1.0,0.78,0.67,0.95,0.95,0.73,1.23,1.18,1.18
A,RT,M,TOTAL,C73,ITI2,1.17,0.71,0.94,0.7,0.47,0.23,0.94,0.94,2.38,2.15,0.48,0.96,0.72
A,RT,M,TOTAL,C73,ITI3,0.93,0.8,0.93,0.53,0.8,0.54,0.81,0.67,0.81,0.41,1.24,0.55,0.69
A,RT,M,TOTAL,C73,ITI4,0.9,0.98,0.58,0.74,0.53,0.74,0.95,0.5,0.83,0.72,0.87,0.72,0.69
A,RT,M,TOTAL,C81-C86,ITC1,9.66,11.77,10.1,11.71,11.24,11.87,11.62,11.74,11.62,10.3,9.78,10.8,11.18
A,RT,M,TOTAL,C81-C86,ITC2,6.44,8.05,4.79,6.38,4.81,9.67,8.09,4.87,11.42,9.85,9.91,4.97,8.29
A,RT,M,TOTAL,C81-C86,ITC3,11.55,11.62,14.03,10.74,12.8,11.38,13.29,13.94,14.89,11.1,14.44,12.95,12.64
A,RT,M,TOTAL,C81-C86,ITC4,10.21,9.98,10.57,9.85,9.97,10.74,11.81,9.79,11.53,10.5,10.7,10.04,9.91
A,RT,M,TOTAL,C81-C86,ITF1,8.67,7.71,9.18,9.1,8.51,9.77,9.5,11.6,6.95,12.09,12.16,10.59,9.64
A,RT,M,TOTAL,C81-C86,ITF2,9.79,6.55,6.52,11.73,3.92,8.5,7.87,11.92,12.09,6.83,8.31,5.56,9.76
A,RT,M,TOTAL,C81-C86,ITF3,7.75,7.55,8.15,7.55,7.69,8.47,8.06,7.98,9.42,7.21,7.73,7.36,7.86
A,RT,M,TOTAL,C81-C86,ITF4,6.94,6.78,7.4,7.56,8.07,7.44,7.81,8.82,8.61,8.44,8.11,8.34,8.52
A,RT,M,TOTAL,C81-C86,ITF5,6.69,7.08,11.32,5.3,11.35,8.19,8.23,10.84,10.97,7.41,6.36,7.52,8.7
A,RT,M,TOTAL,C81-C86,ITF6,6.15,7.55,7.71,6.32,9.65,8.93,7.7,8.01,8.36,9.91,8.37,8.61,9.53
A,RT,M,TOTAL,C81-C86,ITG1,7.59,7.03,7.85,8.54,7.94,7.88,7.87,7.99,8.32,8.52,8.81,8.0,8.32
A,RT,M,TOTAL,C81-C86,ITG2,9.5,10.11,8.29,9.94,8.97,10.09,8.63,9.7,10.45,8.79,10.92,9.92,9.71
A,RT,M,TOTAL,C81-C86,ITH1,5.22,8.01,4.75,7.45,8.58,5.43,4.62,9.17,8.37,10.21,13.22,7.94,6.77
A,RT,M,TOTAL,C81-C86,ITH2,7.0,8.55,8.06,10.68,6.47,7.97,10.98,12.04,8.97,10.1,8.25,8.24,11.92
A,RT,M,TOTAL,C81-C86,ITH3,8.79,10.04,9.25,9.2,9.25,9.77,9.94,12.45,10.08,10.42,10.44,9.99,8.72
A,RT,M,TOTAL,C81-C86,ITH4,9.81,10.02,9.79,9.25,12.65,12.19,10.0,9.84,9.19,13.47,13.35,11.15,10.63
A,RT,M,TOTAL,C81-C86,ITH5,10.16,11.02,10.31,11.33,12.06,12.29,11.53,13.3,11.51,11.48,11.18,10.7,11.02
A,RT,M,TOTAL,C81-C86,ITI1,10.61,11.21,10.46,10.09,10.26,10.38,11.37,11.92,11.87,11.81,11.72,11.26,11.58
A,RT,M,TOTAL,C81-C86,ITI2,9.37,11.08,8.19,9.78,8.17,10.53,10.79,12.51,10.46,10.03,10.57,11.57,9.18
A,RT,M,TOTAL,C81-C86,ITI3,11.33,10.31,8.0,13.84,11.08,12.59,8.33,12.54,10.85,13.38,12.92,12.13,13.65
A,RT,M,TOTAL,C81-C86,ITI4,8.93,8.75,9.02,9.8,9.86,9.36,9.16,10.15,10.92,8.76,9.36,7.91,9.17
A,RT,M,TOTAL,C88_C90_C96,ITC1,6.66,7.12,7.05,6.81,8.57,7.09,7.71,8.19,6.91,7.62,6.69,6.32,5.93
A,RT,M,TOTAL,C88_C90_C96,ITC2,8.05,8.05,7.99,9.58,3.21,3.22,8.09,3.25,3.26,9.85,4.95,6.62,6.63
A,RT,M,TOTAL,C88_C90_C96,ITC3,7.3,9.18,9.49,8.88,7.07,7.23,7.52,8.53,7.65,9.59,9.21,10.05,8.38
A,RT,M,TOTAL,C88_C90_C96,ITC4,6.35,5.89,5.96,6.36,6.14,6.6,6.94,6.48,6.64,6.93,5.83,5.56,5.68
A,RT,M,TOTAL,C88_C90_C96,ITF1,5.57,5.35,5.29,5.71,6.8,6.21,4.2,5.95,5.37,6.04,4.96,6.9,5.95
A,RT,M,TOTAL,C88_C90_C96,ITF2,5.87,5.24,6.52,9.12,7.18,10.46,3.93,5.3,4.7,5.46,6.92,7.65,4.88
A,RT,M,TOTAL,C88_C90_C96,ITF3,4.21,4.79,4.36,3.86,4.78,5.06,4.01,5.07,5.34,4.42,5.14,4.08,5.34
A,RT,M,TOTAL,C88_C90_C96,ITF4,5.03,5.04,5.78,6.55,6.0,5.21,5.12,5.48,6.27,6.15,5.39,5.66,6.68
A,RT,M,TOTAL,C88_C90_C96,ITF5,6.34,4.6,5.66,6.36,2.84,5.34,4.65,4.34,6.95,7.04,4.12,3.39,4.92
A,RT,M,TOTAL,C88_C90_C96,ITF6,4.48,6.39,4.06,3.94,4.46,5.92,4.89,5.06,5.04,6.21,5.73,6.07,5.54
A,RT,M,TOTAL,C88_C90_C96,ITG1,4.04,5.83,5.77,5.91,4.86,6.05,6.03,6.33,5.25,6.1,5.15,4.94,5.42
A,RT,M,TOTAL,C88_C90_C96,ITG2,5.06,4.49,5.69,6.38,4.05,7.51,6.41,4.85,6.8,6.5,7.07,6.44,6.73
A,RT,M,TOTAL,C88_C90_C96,ITH1,6.82,7.21,5.54,4.31,3.12,5.82,6.16,5.35,5.32,3.4,2.27,5.29,4.52
A,RT,M,TOTAL,C88_C90_C96,ITH2,5.44,6.22,4.99,5.34,5.32,5.69,2.65,6.77,5.98,5.98,5.25,3.0,6.7
A,RT,M,TOTAL,C88_C90_C96,ITH3,5.34,5.95,5.61,5.58,7.08,6.26,6.89,6.1,6.4,5.81,5.66,6.21,5.91
A,RT,M,TOTAL,C88_C90_C96,ITH4,6.77,6.29,9.29,7.74,8.1,6.1,5.93,7.3,5.1,5.8,4.96,8.58,7.89
A,RT,M,TOTAL,C88_C90_C96,ITH5,6.28,6.94,7.68,7.94,7.38,7.0,6.99,7.76,6.68,7.05,7.21,7.29,5.83
A,RT,M,TOTAL,C88_C90_C96,ITI1,7.93,8.21,7.61,6.99,7.21,7.82,6.82,8.13,7.39,8.12,7.74,7.99,6.75
A,RT,M,TOTAL,C88_C90_C96,ITI2,8.2,8.72,7.95,8.15,7.24,7.96,7.51,6.85,6.42,8.12,8.16,7.23,10.87
A,RT,M,TOTAL,C88_C90_C96,ITI3,6.4,7.23,6.8,7.85,6.81,5.09,5.78,6.34,6.78,6.01,5.64,6.76,7.03
A,RT,M,TOTAL,C88_C90_C96,ITI4,5.19,6.37,5.64,5.61,5.81,5.56,5.76,5.78,6.57,5.55,5.24,5.49,4.91
A,RT,M,TOTAL,C91-C95,ITC1,12.57,12.72,14.28,13.58,13.44,12.77,13.45,14.1,15.53,12.22,12.04,11.87,13.01
A,RT,M,TOTAL,C91-C95,ITC2,8.05,6.44,11.19,6.38,6.42,8.06,9.7,6.5,8.16,9.85,13.21,9.94,13.26
A,RT,M,TOTAL,C91-C95,ITC3,13.81,13.51,13.76,15.11,15.47,16.6,15.17,16.65,14.21,12.88,11.41,12.67,13.05
A,RT,M,TOTAL,C91-C95,ITC4,10.61,11.63,11.44,10.24,10.73,10.8,10.85,12.15,11.35,10.64,10.72,11.39,11.01
A,RT,M,TOTAL,C91-C95,ITF1,12.7,12.9,11.35,14.19,9.59,11.02,13.23,13.16,10.74,11.93,13.12,13.47,15.91
A,RT,M,TOTAL,C91-C95,ITF2,15.67,11.79,9.78,13.03,19.58,12.42,13.11,9.93,16.79,12.29,9.0,13.91,10.46
A,RT,M,TOTAL,C91-C95,ITF3,9.98,8.94,8.85,8.28,9.76,10.02,9.25,10.28,9.81,9.99,9.0,8.89,10.2
A,RT,M,TOTAL,C91-C95,ITF4,10.11,11.46,10.29,10.58,10.85,11.84,11.82,11.48,12.39,13.66,11.4,10.85,12.57
A,RT,M,TOTAL,C91-C95,ITF5,10.57,14.88,8.14,10.6,9.58,8.55,14.67,11.92,14.63,12.59,13.47,13.17,14.0
A,RT,M,TOTAL,C91-C95,ITF6,12.4,10.8,13.75,10.05,12.96,12.46,13.32,12.65,15.12,13.95,11.67,12.25,14.51
A,RT,M,TOTAL,C91-C95,ITG1,10.65,12.16,11.0,8.7,10.29,10.43,12.07,10.8,13.41,12.12,11.15,10.64,10.84
A,RT,M,TOTAL,C91-C95,ITG2,12.46,12.11,13.36,15.09,14.74,11.08,13.69,11.32,14.1,15.67,12.08,14.55,12.29
A,RT,M,TOTAL,C91-C95,ITH1,9.23,7.61,7.52,6.67,6.24,4.26,7.31,12.61,9.13,7.18,6.42,9.45,9.41
A,RT,M,TOTAL,C91-C95,ITH2,9.72,12.44,11.14,10.68,7.23,9.87,10.98,9.78,8.23,9.73,9.0,12.36,12.66
A,RT,M,TOTAL,C91-C95,ITH3,9.72,12.02,10.42,10.24,11.75,10.98,9.64,12.08,11.3,12.59,10.86,11.92,11.78
A,RT,M,TOTAL,C91-C95,ITH4,9.14,13.25,13.51,15.14,11.47,11.35,12.89,13.92,10.04,11.43,14.38,10.98,12.17
A,RT,M,TOTAL,C91-C95,ITH5,11.9,11.83,11.81,10.86,10.49,11.5,11.39,10.8,12.02,12.35,10.3,11.95,10.8
A,RT,M,TOTAL,C91-C95,ITI1,12.39,12.46,12.47,12.03,14.25,14.87,12.42,14.65,14.28,14.72,14.53,13.79,12.37
A,RT,M,TOTAL,C91-C95,ITI2,15.23,14.38,16.14,13.27,14.71,14.98,15.25,14.64,14.03,14.8,14.41,12.06,18.61
A,RT,M,TOTAL,C91-C95,ITI3,11.47,13.93,9.2,12.11,12.55,13.39,11.28,12.95,12.75,13.1,13.06,12.82,12.82
A,RT,M,TOTAL,C91-C95,ITI4,11.77,13.43,12.12,12.59,10.53,11.57,11.66,12.42,12.32,11.61,12.14,13.36,12.56
A,RT,M,TOTAL,C_OTH,ITC1,49.3,52.23,49.19,52.44,52.1,43.09,46.18,46.14,45.88,49.06,46.18,46.35,49.73
A,RT,M,TOTAL,C_OTH,ITC2,40.27,33.83,60.73,44.69,28.88,51.58,42.05,51.96,42.42,37.76,54.49,34.78,24.86
A,RT,M,TOTAL,C_OTH,ITC3,62.53,64.7,71.9,66.01,71.19,52.21,59.59,56.86,57.79,57.84,57.2,54.54,56.33
A,RT,M,TOTAL,C_OTH,ITC4,42.27,45.0,43.46,44.71,46.09,38.75,37.89,39.43,38.9,38.54,39.26,39.89,40.34
A,RT,M,TOTAL,C_OTH,ITF1,37.94,38.54,36.23,39.49,40.67,27.93,31.6,34.48,40.73,32.61,33.77,36.09,35.03
A,RT,M,TOTAL,C_OTH,ITF2,43.08,32.09,36.53,39.74,41.12,27.46,44.59,36.43,42.32,39.62,38.77,34.08,39.04
A,RT,M,TOTAL,C_OTH,ITF3,31.72,34.19,33.82,32.57,32.94,27.56,25.79,28.01,28.37,29.76,29.75,29.2,30.88
A,RT,M,TOTAL,C_OTH,ITF4,36.5,38.67,41.81,40.17,40.22,33.89,35.72,35.06,35.1,38.57,36.77,34.97,37.87
A,RT,M,TOTAL,C_OTH,ITF5,39.46,38.96,39.62,34.64,35.82,29.2,35.77,30.71,31.45,28.51,36.67,34.23,33.29
A,RT,M,TOTAL,C_OTH,ITF6,29.59,34.17,34.99,35.11,37.34,27.83,30.39,29.73,30.34,32.36,29.29,32.44,36.0
A,RT,M,TOTAL,C_OTH,ITG1,34.9,34.61,37.06,35.16,37.05,30.98,32.25,30.04,31.61,33.11,36.25,32.9,34.32
A,RT,M,TOTAL,C_OTH,ITG2,37.14,46.56,40.57,45.28,40.29,36.32,37.37,40.06,45.81,43.95,44.58,39.28,45.94
A,RT,M,TOTAL,C_OTH,ITH1,25.69,24.03,34.83,27.44,32.77,22.49,20.78,18.73,27.38,27.6,25.68,30.63,28.23
A,RT,M,TOTAL,C_OTH,ITH2,33.06,29.53,40.71,40.04,38.8,30.37,32.55,31.98,38.14,40.4,30.39,36.7,32.4
A,RT,M,TOTAL,C_OTH,ITH3,39.24,39.78,40.54,40.5,38.8,35.94,33.61,33.34,34.64,36.98,37.39,35.6,36.3
A,RT,M,TOTAL,C_OTH,ITH4,51.27,51.99,56.06,48.62,54.5,46.74,41.88,51.93,46.96,49.29,43.3,43.24,45.08
A,RT,M,TOTAL,C_OTH,ITH5,43.98,47.22,45.07,49.2,44.96,39.98,40.0,41.18,39.97,41.29,40.65,39.17,40.61
A,RT,M,TOTAL,C_OTH,ITI1,45.38,46.78,48.39,49.28,46.81,43.11,40.27,41.55,43.33,43.33,44.32,45.64,42.17
A,RT,M,TOTAL,C_OTH,ITI2,40.31,43.13,44.44,44.46,49.25,35.1,35.66,37.31,38.99,38.92,39.38,42.2,34.56
A,RT,M,TOTAL,C_OTH,ITI3,42.14,46.88,45.08,47.11,43.91,41.52,38.41,39.79,37.43,40.95,39.04,46.61,38.87
A,RT,M,TOTAL,C_OTH,ITI4,38.81,39.87,35.84,38.16,37.81,30.04,30.9,30.62,31.54,33.46,34.36,33.4,33.92
A,RT,M,TOTAL,D00-D48,ITC1,13.42,15.57,14.33,14.0,15.4,17.46,17.16,18.22,18.25,14.42,16.18,16.93,17.35
A,RT,M,TOTAL,D00-D48,ITC2,19.33,16.11,12.79,9.58,14.44,17.73,16.17,8.12,16.31,8.21,11.56,9.94,13.26
A,RT,M,TOTAL,D00-D48,ITC3,22.7,26.34,22.58,22.66,22.93,25.71,24.96,27.21,28.28,25.36,21.86,24.38,24.73
A,RT,M,TOTAL,D00-D48,ITC4,13.8,13.82,14.66,14.32,14.56,15.7,16.81,17.61,17.3,17.39,15.85,17.01,17.81
A,RT,M,TOTAL,D00-D48,ITF1,19.36,15.42,16.17,17.74,15.0,16.13,16.5,20.37,22.73,19.41,21.12,19.89,19.92
A,RT,M,TOTAL,D00-D48,ITF2,19.58,19.65,13.7,19.54,18.93,18.96,14.43,18.54,20.83,22.54,18.69,23.65,18.82
A,RT,M,TOTAL,D00-D48,ITF3,10.52,10.09,10.38,10.6,10.75,10.23,12.91,10.74,12.5,12.27,12.65,12.28,12.5
A,RT,M,TOTAL,D00-D48,ITF4,12.57,14.88,16.17,12.95,16.45,17.1,16.44,16.4,18.46,16.99,19.04,19.19,18.73
A,RT,M,TOTAL,D00-D48,ITF5,15.5,13.46,14.5,14.14,15.25,18.87,20.03,14.81,20.85,15.92,26.94,17.3,23.07
A,RT,M,TOTAL,D00-D48,ITF6,13.13,13.21,13.85,15.74,16.28,16.41,14.88,15.39,17.37,17.98,16.3,18.2,13.74
A,RT,M,TOTAL,D00-D48,ITG1,12.33,13.23,11.82,12.38,12.35,12.34,14.76,14.65,14.25,14.84,15.79,14.94,15.45
A,RT,M,TOTAL,D00-D48,ITG2,14.31,13.61,12.74,14.97,14.13,16.99,14.68,16.42,16.36,17.07,17.99,16.61,17.34
A,RT,M,TOTAL,D00-D48,ITH1,5.62,5.61,4.35,2.74,8.97,11.24,11.54,14.14,11.41,11.72,15.48,18.91,12.8
A,RT,M,TOTAL,D00-D48,ITH2,6.22,6.61,18.05,16.4,16.36,19.74,19.68,19.56,21.32,22.82,16.13,20.22,16.76
A,RT,M,TOTAL,D00-D48,ITH3,16.49,15.27,17.53,18.23,18.71,20.2,20.71,22.23,20.12,19.33,19.61,20.83,20.54
A,RT,M,TOTAL,D00-D48,ITH4,21.49,18.52,18.24,20.69,19.07,24.72,24.08,22.06,25.18,21.66,16.26,21.28,21.26
A,RT,M,TOTAL,D00-D48,ITH5,20.69,19.57,18.41,20.66,18.88,20.5,21.81,22.16,20.21,20.19,20.6,20.86,21.13
A,RT,M,TOTAL,D00-D48,ITI1,15.29,15.18,15.21,13.97,15.03,16.81,17.75,16.09,16.57,17.07,15.87,17.22,15.91
A,RT,M,TOTAL,D00-D48,ITI2,17.34,16.97,14.5,14.66,15.87,14.98,18.06,18.18,20.92,19.58,13.21,18.81,18.61
A,RT,M,TOTAL,D00-D48,ITI3,16.13,17.68,17.07,17.3,18.28,18.08,20.95,19.42,20.07,23.2,18.42,21.51,20.26
A,RT,M,TOTAL,D00-D48,ITI4,17.33,16.56,15.94,16.33,15.63,16.67,19.38,17.74,20.98,19.69,19.94,20.0,18.73
A,RT,M,TOTAL,D50-D89,ITC1,4.18,4.23,3.43,3.59,4.35,4.51,4.37,4.59,4.86,4.55,6.98,6.32,4.58
A,RT,M,TOTAL,D50-D89,ITC2,11.28,3.22,3.2,7.98,3.21,8.06,1.62,4.87,,3.28,3.3,3.31,4.97
A,RT,M,TOTAL,D50-D89,ITC3,6.37,5.54,4.14,5.17,5.07,6.43,6.17,4.74,5.05,7.54,6.74,8.81,7.01
A,RT,M,TOTAL,D50-D89,ITC4,3.47,3.57,3.57,3.43,3.58,3.03,3.98,3.65,4.18,4.73,4.52,4.95,4.25
A,RT,M,TOTAL,D50-D89,ITF1,6.04,5.51,3.42,5.24,6.03,5.9,5.14,4.23,5.05,5.73,7.04,7.7,6.91
A,RT,M,TOTAL,D50-D89,ITF2,3.26,5.24,4.57,7.17,6.53,8.5,5.9,6.62,7.39,4.78,12.46,10.43,7.67
A,RT,M,TOTAL,D50-D89,ITF3,2.87,3.0,2.59,3.69,3.51,2.95,3.73,3.86,4.94,3.77,4.78,5.39,5.15
A,RT,M,TOTAL,D50-D89,ITF4,4.02,4.18,3.24,3.53,4.54,4.96,4.46,4.92,4.82,5.63,6.33,5.5,6.68
