flu_season,year_week,region,number_healthcare_workers,number_cases,population,incidence,cases_0-4,inc_0-4,cases_5-14,inc_5-14,cases_15-64,inc_15-64,cases_65+,inc_65+
2016-2017,2017-17,Liguria,32.0,28.0,41739.0,0.67,2.0,1.39,7.0,2.18,16.0,2.16,3.0,0.25
2016-2017,2017-17,Emilia-Romagna,9.0,7.0,11471.0,0.61,2.0,3.55,0.0,0.0,4.0,0.58,1.0,0.35
2016-2017,2017-17,Tuscany,41.0,16.0,54251.0,0.29,1.0,0.44,4.0,0.82,6.0,0.42,5.0,0.35
2016-2017,2017-17,Umbria,4.0,0.0,4147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,2017-17,Marche,1.0,1.0,1533.0,0.65,0.0,0.0,0.0,0.0,1.0,0.88,0.0,0.0
2016-2017,2017-17,Lazio,69.0,25.0,92773.0,0.27,2.0,0.9,3.0,0.45,18.0,0.29,2.0,0.09
2016-2017,2017-17,Abruzzo,30.0,20.0,33127.0,0.6,6.0,2.21,5.0,0.79,7.0,1.17,2.0,0.32
2016-2017,2017-17,Molise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,2017-17,Campania,15.0,20.0,16920.0,1.18,0.0,0.0,1.0,0.31,17.0,1.67,2.0,1.12
2016-2017,2017-17,Apulia,70.0,42.0,88839.0,0.47,6.0,1.22,1.0,0.1,27.0,1.69,8.0,0.43
2016-2017,2017-17,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,2017-17,Calabria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,2017-17,Sicily,45.0,62.0,58620.0,1.06,1.0,1.63,0.0,0.0,47.0,3.84,14.0,0.91
2016-2017,2017-17,Sardinia,8.0,0.0,9311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-2018,2017-44,Piedmont,24.0,44.0,33322.0,1.32,6.0,6.21,4.0,1.3,27.0,1.31,7.0,0.81
2017-2018,2017-44,Aosta Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-2018,2017-44,Lombardy,59.0,104.0,83566.0,1.24,8.0,1.67,20.0,1.79,60.0,1.23,16.0,0.84
2017-2018,2017-44,AP Bolzano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-2018,2017-44,AP Trento,11.0,28.0,13939.0,2.01,9.0,7.12,2.0,0.71,14.0,2.03,3.0,1.02
2017-2018,2017-44,Veneto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-2018,2017-44,Friuli-Venezia Giulia,8.0,11.0,11386.0,0.97,0.0,0.0,0.0,0.0,8.0,1.38,3.0,0.91
2017-2018,2017-44,Liguria,16.0,43.0,17945.0,2.4,12.0,11.98,11.0,6.83,13.0,1.27,7.0,1.38
2017-2018,2017-44,Emilia-Romagna,21.0,16.0,29786.0,0.54,1.0,0.9,0.0,0.0,11.0,0.62,4.0,0.51
2017-2018,2017-44,Tuscany,30.0,78.0,37728.0,2.07,13.0,6.78,10.0,1.97,38.0,1.8,17.0,1.76
2017-2018,2017-44,Umbria,9.0,3.0,11800.0,0.25,0.0,0.0,0.0,0.0,2.0,0.3,1.0,0.31
2017-2018,2017-44,Marche,3.0,4.0,3785.0,1.06,0.0,0.0,0.0,0.0,3.0,1.7,1.0,0.97
2017-2018,2017-44,Lazio,70.0,59.0,90234.0,0.65,1.0,0.26,4.0,0.41,46.0,0.81,8.0,0.4
2017-2018,2017-44,Abruzzo,9.0,44.0,11130.0,3.95,0.0,0.0,0.0,0.0,38.0,5.24,6.0,2.33
2017-2018,2017-44,Molise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-2018,2017-44,Campania,10.0,10.0,13245.0,0.76,0.0,0.0,1.0,0.35,7.0,0.91,2.0,1.49
2017-2018,2017-44,Apulia,69.0,62.0,91666.0,0.68,3.0,0.8,8.0,0.94,40.0,0.65,11.0,0.6
2017-2018,2017-44,Basilicata,3.0,0.0,3541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-2018,2017-44,Calabria,2.0,2.0,1972.0,1.01,1.0,1.52,1.0,0.83,0.0,0.0,0.0,0.0
2017-2018,2017-44,Sicily,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-2018,2017-44,Sardinia,11.0,2.0,11220.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.91
2017-2018,2017-45,Piedmont,25.0,60.0,36217.0,1.66,12.0,11.85,8.0,2.51,34.0,1.49,6.0,0.65
2017-2018,2017-45,Aosta Valley,2.0,0.0,2966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-2018,2017-45,Lombardy,73.0,193.0,100755.0,1.92,25.0,4.36,28.0,2.06,120.0,2.02,20.0,0.91
2017-2018,2017-45,AP Bolzano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-2018,2017-45,AP Trento,11.0,32.0,13939.0,2.3,15.0,11.87,6.0,2.12,10.0,1.45,1.0,0.34
2017-2018,2017-45,Veneto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-2018,2017-45,Friuli-Venezia Giulia,9.0,27.0,12355.0,2.19,0.0,0.0,1.0,0.35,23.0,3.98,3.0,0.91
2017-2018,2017-45,Liguria,12.0,42.0,13490.0,3.11,8.0,6.55,9.0,4.14,20.0,2.91,5.0,1.56
2017-2018,2017-45,Emilia-Romagna,19.0,19.0,26662.0,0.71,0.0,0.0,0.0,0.0,13.0,0.77,6.0,0.86
2017-2018,2017-45,Tuscany,33.0,84.0,41943.0,2.0,15.0,9.43,9.0,2.07,46.0,1.85,14.0,1.26
2017-2018,2017-45,Umbria,4.0,8.0,4753.0,1.68,0.0,0.0,1.0,0.77,6.0,3.21,1.0,1.0
2017-2018,2017-45,Marche,4.0,6.0,5045.0,1.19,1.0,4.74,0.0,0.0,5.0,1.66,0.0,0.0
2017-2018,2017-45,Lazio,86.0,119.0,112976.0,1.05,0.0,0.0,4.0,0.37,102.0,1.41,13.0,0.51
2017-2018,2017-45,Abruzzo,19.0,94.0,22277.0,4.22,4.0,3.89,8.0,3.39,67.0,4.96,15.0,2.79
2017-2018,2017-45,Molise,3.0,1.0,2732.0,0.37,0.0,0.0,0.0,0.0,1.0,0.84,0.0,0.0
2017-2018,2017-45,Campania,2.0,0.0,1910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-2018,2017-45,Apulia,87.0,139.0,114748.0,1.21,30.0,5.17,22.0,1.76,71.0,0.95,16.0,0.74
2017-2018,2017-45,Basilicata,5.0,3.0,6612.0,0.45,0.0,0.0,0.0,0.0,3.0,0.64,0.0,0.0
2017-2018,2017-45,Calabria,2.0,4.0,1823.0,2.19,3.0,6.47,1.0,0.83,0.0,0.0,0.0,0.0
2017-2018,2017-45,Sicily,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-2018,2017-45,Sardinia,12.0,13.0,12194.0,1.07,0.0,0.0,0.0,0.0,6.0,1.01,7.0,2.42
2017-2018,2017-46,Piedmont,27.0,90.0,36135.0,2.49,25.0,14.99,22.0,4.81,37.0,1.73,6.0,0.7
2017-2018,2017-46,Aosta Valley,5.0,11.0,6946.0,1.58,0.0,0.0,1.0,5.13,10.0,2.06,0.0,0.0
2017-2018,2017-46,Lombardy,106.0,389.0,146034.0,2.66,74.0,7.08,61.0,2.68,212.0,2.59,42.0,1.36
2017-2018,2017-46,AP Bolzano,6.0,5.0,8904.0,0.56,3.0,8.93,0.0,0.0,2.0,0.35,0.0,0.0
2017-2018,2017-46,AP Trento,10.0,30.0,12329.0,2.43,12.0,9.49,6.0,2.14,10.0,1.74,2.0,0.79
2017-2018,2017-46,Veneto,28.0,38.0,36592.0,1.04,0.0,0.0,0.0,0.0,33.0,1.52,5.0,0.57
2017-2018,2017-46,Friuli-Venezia Giulia,11.0,32.0,14671.0,2.18,1.0,1.5,2.0,0.56,26.0,3.86,3.0,0.82
2017-2018,2017-46,Liguria,13.0,46.0,14397.0,3.2,11.0,9.01,4.0,1.8,28.0,3.74,3.0,0.87
2017-2018,2017-46,Emilia-Romagna,31.0,78.0,42208.0,1.85,27.0,12.86,24.0,3.98,26.0,1.06,1.0,0.1
2017-2018,2017-46,Tuscany,37.0,65.0,46838.0,1.39,9.0,4.7,9.0,1.74,36.0,1.31,11.0,0.9
2017-2018,2017-46,Umbria,6.0,5.0,6945.0,0.72,0.0,0.0,0.0,0.0,5.0,1.7,0.0,0.0
2017-2018,2017-46,Marche,6.0,19.0,7339.0,2.59,4.0,7.09,0.0,0.0,12.0,3.01,3.0,1.82
2017-2018,2017-46,Lazio,86.0,163.0,111782.0,1.46,10.0,1.98,14.0,1.12,118.0,1.7,21.0,0.84
2017-2018,2017-46,Abruzzo,20.0,39.0,23440.0,1.66,0.0,0.0,1.0,0.47,30.0,2.05,8.0,1.44
2017-2018,2017-46,Molise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-2018,2017-46,Campania,13.0,15.0,15122.0,0.99,7.0,3.22,7.0,1.78,1.0,0.14,0.0,0.0
2017-2018,2017-46,Apulia,64.0,155.0,80585.0,1.92,38.0,7.71,45.0,3.79,57.0,1.15,15.0,1.06
2017-2018,2017-46,Basilicata,5.0,7.0,5990.0,1.17,0.0,0.0,0.0,0.0,7.0,1.69,0.0,0.0
2017-2018,2017-46,Calabria,3.0,5.0,3002.0,1.67,4.0,4.21,1.0,0.54,0.0,0.0,0.0,0.0
2017-2018,2017-46,Sicily,42.0,59.0,53295.0,1.11,0.0,0.0,2.0,0.74,39.0,1.06,18.0,1.38
2017-2018,2017-46,Sardinia,14.0,7.0,15090.0,0.46,0.0,0.0,0.0,0.0,5.0,0.71,2.0,0.56
2017-2018,2017-47,Piedmont,26.0,86.0,36579.0,2.35,22.0,11.18,21.0,4.38,37.0,1.74,6.0,0.7
2017-2018,2017-47,Aosta Valley,4.0,9.0,4744.0,1.9,0.0,0.0,1.0,2.15,6.0,2.03,2.0,1.75
2017-2018,2017-47,Lombardy,108.0,297.0,148476.0,2.0,53.0,4.79,38.0,1.56,173.0,2.12,33.0,1.05
2017-2018,2017-47,AP Bolzano,6.0,5.0,8904.0,0.56,4.0,11.9,1.0,1.33,0.0,0.0,0.0,0.0
2017-2018,2017-47,AP Trento,12.0,37.0,14856.0,2.49,20.0,13.68,8.0,2.29,9.0,1.29,0.0,0.0
2017-2018,2017-47,Veneto,70.0,82.0,94037.0,0.87,0.0,0.0,2.0,0.18,69.0,1.23,11.0,0.48
2017-2018,2017-47,Friuli-Venezia Giulia,10.0,17.0,13763.0,1.24,1.0,1.45,1.0,0.41,11.0,1.59,4.0,1.08
2017-2018,2017-47,Liguria,13.0,46.0,14799.0,3.11,9.0,7.37,10.0,4.56,23.0,2.95,4.0,1.12
2017-2018,2017-47,Emilia-Romagna,32.0,88.0,42532.0,2.07,17.0,7.38,12.0,1.92,51.0,2.14,8.0,0.78
2017-2018,2017-47,Tuscany,34.0,125.0,43855.0,2.85,27.0,14.09,16.0,3.11,60.0,2.37,22.0,1.92
2017-2018,2017-47,Umbria,4.0,4.0,5850.0,0.68,0.0,0.0,0.0,0.0,3.0,0.77,1.0,0.54
2017-2018,2017-47,Marche,11.0,32.0,12750.0,2.51,5.0,2.89,15.0,4.41,10.0,1.88,2.0,0.87
2017-2018,2017-47,Lazio,85.0,202.0,111612.0,1.81,11.0,2.69,19.0,1.83,145.0,2.03,27.0,1.05
2017-2018,2017-47,Abruzzo,25.0,150.0,31666.0,4.74,11.0,11.27,24.0,8.75,86.0,4.16,29.0,3.98
2017-2018,2017-47,Molise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-2018,2017-47,Campania,11.0,25.0,11536.0,2.17,7.0,3.53,13.0,3.51,5.0,1.02,0.0,0.0
2017-2018,2017-47,Apulia,71.0,135.0,95037.0,1.42,15.0,4.53,16.0,1.97,75.0,1.17,29.0,1.5
2017-2018,2017-47,Basilicata,4.0,15.0,5144.0,2.92,0.0,0.0,3.0,14.49,9.0,2.51,3.0,2.3
2017-2018,2017-47,Calabria,4.0,22.0,3902.0,5.64,9.0,6.67,13.0,5.52,0.0,0.0,0.0,0.0
2017-2018,2017-47,Sicily,63.0,212.0,82119.0,2.58,0.0,0.0,10.0,3.04,155.0,2.69,47.0,2.31
2017-2018,2017-47,Sardinia,10.0,2.0,9707.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-2018,2017-48,Piedmont,30.0,139.0,41015.0,3.39,24.0,24.29,23.0,7.88,79.0,3.02,13.0,1.19
2017-2018,2017-48,Aosta Valley,6.0,20.0,8450.0,2.37,0.0,0.0,1.0,4.33,15.0,2.54,4.0,1.73
2017-2018,2017-48,Lombardy,106.0,438.0,146622.0,2.99,96.0,8.01,85.0,3.23,205.0,2.6,52.0,1.77
2017-2018,2017-48,AP Bolzano,6.0,8.0,8904.0,0.9,5.0,14.88,1.0,1.33,2.0,0.35,0.0,0.0
2017-2018,2017-48,AP Trento,13.0,52.0,15146.0,3.43,17.0,11.63,12.0,3.43,21.0,2.92,2.0,0.67
2017-2018,2017-48,Veneto,73.0,93.0,97798.0,0.95,5.0,1.12,2.0,0.18,76.0,1.31,10.0,0.42
2017-2018,2017-48,Friuli-Venezia Giulia,14.0,32.0,18777.0,1.7,3.0,1.96,3.0,0.75,23.0,2.68,3.0,0.65
2017-2018,2017-48,Liguria,11.0,36.0,12758.0,2.82,16.0,15.95,8.0,4.68,8.0,1.19,4.0,1.21
2017-2018,2017-48,Emilia-Romagna,45.0,155.0,59161.0,2.62,24.0,6.23,27.0,2.54,94.0,2.97,10.0,0.77
2017-2018,2017-48,Tuscany,37.0,149.0,47547.0,3.13,32.0,16.64,27.0,5.17,74.0,2.66,16.0,1.27
2017-2018,2017-48,Umbria,4.0,7.0,5259.0,1.33,0.0,0.0,0.0,0.0,7.0,2.41,0.0,0.0
2017-2018,2017-48,Marche,8.0,29.0,9505.0,3.05,6.0,11.88,15.0,11.05,6.0,1.1,2.0,0.91
2017-2018,2017-48,Lazio,92.0,317.0,119989.0,2.64,29.0,5.64,40.0,3.13,216.0,2.87,32.0,1.19
2017-2018,2017-48,Abruzzo,26.0,94.0,31401.0,2.99,22.0,18.23,27.0,8.39,35.0,1.75,10.0,1.43
2017-2018,2017-48,Molise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-2018,2017-48,Campania,18.0,40.0,21684.0,1.84,11.0,4.47,16.0,3.37,11.0,0.95,2.0,0.69
2017-2018,2017-48,Apulia,88.0,245.0,113027.0,2.17,47.0,8.37,54.0,4.01,112.0,1.54,32.0,1.5
2017-2018,2017-48,Basilicata,6.0,6.0,7503.0,0.8,0.0,0.0,1.0,4.02,5.0,0.94,0.0,0.0
2017-2018,2017-48,Calabria,3.0,12.0,3002.0,4.0,4.0,4.21,8.0,4.31,0.0,0.0,0.0,0.0
2017-2018,2017-48,Sicily,50.0,135.0,64286.0,2.1,0.0,0.0,4.0,1.34,98.0,2.2,33.0,2.07
2017-2018,2017-48,Sardinia,13.0,15.0,13362.0,1.12,2.0,1.18,0.0,0.0,11.0,1.86,2.0,0.67
2017-2018,2017-49,Piedmont,42.0,270.0,56133.0,4.81,36.0,15.81,53.0,9.13,149.0,4.43,32.0,2.22
2017-2018,2017-49,Aosta Valley,7.0,25.0,9950.0,2.51,0.0,0.0,0.0,0.0,23.0,3.35,2.0,0.71
2017-2018,2017-49,Lombardy,123.0,534.0,170282.0,3.14,86.0,6.97,107.0,3.85,259.0,2.74,82.0,2.31
2017-2018,2017-49,AP Bolzano,6.0,7.0,8904.0,0.79,4.0,11.9,3.0,3.98,0.0,0.0,0.0,0.0
2017-2018,2017-49,AP Trento,13.0,89.0,16387.0,5.43,33.0,22.57,24.0,6.86,31.0,3.86,1.0,0.3
2017-2018,2017-49,Veneto,93.0,127.0,122878.0,1.03,9.0,1.4,10.0,0.65,92.0,1.28,16.0,0.54
2017-2018,2017-49,Friuli-Venezia Giulia,14.0,35.0,18677.0,1.87,4.0,3.01,4.0,0.98,20.0,2.35,7.0,1.48
2017-2018,2017-49,Liguria,20.0,132.0,23492.0,5.62,14.0,11.47,16.0,6.84,77.0,5.74,25.0,3.84
2017-2018,2017-49,Emilia-Romagna,59.0,204.0,76812.0,2.66,51.0,10.05,40.0,3.06,97.0,2.33,16.0,0.94
2017-2018,2017-49,Tuscany,44.0,176.0,56756.0,3.1,25.0,11.12,33.0,5.45,96.0,2.9,22.0,1.43
2017-2018,2017-49,Umbria,8.0,30.0,9333.0,3.21,6.0,5.77,12.0,4.77,8.0,2.03,4.0,2.18
2017-2018,2017-49,Marche,22.0,70.0,25708.0,2.72,12.0,4.45,19.0,3.15,36.0,3.06,3.0,0.57
2017-2018,2017-49,Lazio,101.0,533.0,130550.0,4.08,60.0,11.09,86.0,6.36,334.0,4.06,53.0,1.81
2017-2018,2017-49,Abruzzo,32.0,185.0,40412.0,4.58,30.0,19.53,35.0,8.9,104.0,4.05,16.0,1.73
2017-2018,2017-49,Molise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-2018,2017-49,Campania,32.0,133.0,37857.0,3.51,32.0,6.27,46.0,4.63,49.0,2.71,6.0,1.27
2017-2018,2017-49,Apulia,137.0,446.0,177652.0,2.51,68.0,8.31,121.0,6.86,218.0,1.87,39.0,1.1
2017-2018,2017-49,Basilicata,8.0,20.0,10308.0,1.94,1.0,1.81,6.0,7.52,13.0,1.95,0.0,0.0
2017-2018,2017-49,Calabria,4.0,14.0,4107.0,3.41,7.0,5.51,7.0,2.69,0.0,0.0,0.0,0.0
2017-2018,2017-49,Sicily,73.0,245.0,92637.0,2.64,3.0,2.43,12.0,2.84,164.0,2.57,66.0,2.82
2017-2018,2017-49,Sardinia,16.0,27.0,17317.0,1.56,0.0,0.0,0.0,0.0,20.0,2.72,7.0,2.08
2017-2018,2017-50,Piedmont,36.0,277.0,48852.0,5.67,27.0,15.18,32.0,6.57,187.0,6.32,31.0,2.46
2017-2018,2017-50,Aosta Valley,7.0,48.0,8844.0,5.43,10.0,16.47,16.0,13.56,21.0,4.19,1.0,0.49
2017-2018,2017-50,Lombardy,103.0,566.0,142037.0,3.98,93.0,9.69,121.0,5.54,283.0,3.52,69.0,2.29
2017-2018,2017-50,AP Bolzano,7.0,20.0,10829.0,1.85,1.0,2.98,9.0,11.87,9.0,1.27,1.0,0.38
2017-2018,2017-50,AP Trento,12.0,167.0,14838.0,11.25,69.0,47.2,54.0,15.52,35.0,5.05,9.0,3.04
2017-2018,2017-50,Veneto,78.0,175.0,102434.0,1.71,8.0,1.55,10.0,0.81,145.0,2.41,12.0,0.48
2017-2018,2017-50,Friuli-Venezia Giulia,11.0,36.0,14735.0,2.44,5.0,4.56,3.0,0.88,25.0,3.82,3.0,0.81
2017-2018,2017-50,Liguria,14.0,74.0,16614.0,4.45,16.0,17.68,16.0,9.33,35.0,3.73,7.0,1.52
2017-2018,2017-50,Emilia-Romagna,48.0,235.0,62251.0,3.78,49.0,12.19,59.0,5.2,110.0,3.32,17.0,1.24
2017-2018,2017-50,Tuscany,36.0,241.0,46312.0,5.2,38.0,16.9,52.0,8.76,134.0,5.14,17.0,1.41
2017-2018,2017-50,Umbria,6.0,30.0,6945.0,4.32,8.0,10.81,12.0,6.64,8.0,2.72,2.0,1.37
2017-2018,2017-50,Marche,10.0,94.0,11722.0,8.02,17.0,20.31,31.0,15.59,41.0,6.66,5.0,1.83
2017-2018,2017-50,Lazio,96.0,739.0,123762.0,5.97,97.0,17.93,136.0,10.11,439.0,5.66,67.0,2.45
2017-2018,2017-50,Abruzzo,25.0,149.0,32057.0,4.65,27.0,26.26,36.0,13.24,73.0,3.48,13.0,1.77
2017-2018,2017-50,Molise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-2018,2017-50,Campania,12.0,63.0,13703.0,4.6,26.0,11.72,21.0,4.91,15.0,2.64,1.0,0.66
2017-2018,2017-50,Apulia,95.0,634.0,125574.0,5.05,86.0,16.52,154.0,13.35,326.0,3.87,68.0,2.77
2017-2018,2017-50,Basilicata,6.0,36.0,6579.0,5.47,2.0,3.66,9.0,12.23,21.0,5.31,4.0,2.98
2017-2018,2017-50,Calabria,3.0,27.0,3002.0,8.99,12.0,12.63,14.0,7.55,1.0,5.08,0.0,0.0
2017-2018,2017-50,Sicily,57.0,296.0,74023.0,4.0,4.0,6.08,16.0,5.82,215.0,4.19,61.0,3.17
2017-2018,2017-50,Sardinia,15.0,31.0,16721.0,1.85,0.0,0.0,1.0,0.28,22.0,2.95,8.0,2.24
2017-2018,2017-51,Piedmont,27.0,304.0,36397.0,8.35,45.0,44.91,73.0,25.61,162.0,7.27,24.0,2.34
2017-2018,2017-51,Aosta Valley,3.0,24.0,4501.0,5.33,0.0,0.0,0.0,0.0,21.0,6.74,3.0,2.32
2017-2018,2017-51,Lombardy,77.0,649.0,108043.0,6.01,119.0,18.89,170.0,10.91,293.0,4.74,67.0,2.75
2017-2018,2017-51,AP Bolzano,5.0,19.0,6541.0,2.9,7.0,8.91,5.0,3.49,7.0,2.27,0.0,0.0
2017-2018,2017-51,AP Trento,10.0,286.0,11708.0,24.43,83.0,56.77,152.0,44.1,42.0,8.8,9.0,4.44
2017-2018,2017-51,Veneto,45.0,162.0,59020.0,2.74,9.0,3.66,36.0,5.98,101.0,2.84,16.0,1.07
2017-2018,2017-51,Friuli-Venezia Giulia,5.0,14.0,7217.0,1.94,0.0,0.0,0.0,0.0,13.0,3.24,1.0,0.47
2017-2018,2017-51,Liguria,12.0,83.0,15308.0,5.42,6.0,27.4,7.0,8.51,53.0,5.7,17.0,3.42
2017-2018,2017-51,Emilia-Romagna,38.0,388.0,50727.0,7.65,89.0,25.23,136.0,14.79,148.0,5.52,15.0,1.34
2017-2018,2017-51,Tuscany,27.0,261.0,34527.0,7.56,25.0,15.13,59.0,13.85,151.0,7.79,26.0,2.81
2017-2018,2017-51,Umbria,7.0,55.0,8577.0,6.41,14.0,18.74,20.0,10.21,19.0,4.7,2.0,1.09
2017-2018,2017-51,Marche,12.0,83.0,14490.0,5.73,20.0,14.97,18.0,7.71,39.0,5.36,6.0,1.7
2017-2018,2017-51,Lazio,89.0,946.0,114226.0,8.28,137.0,28.88,186.0,15.36,527.0,7.32,96.0,3.78
2017-2018,2017-51,Abruzzo,24.0,170.0,30579.0,5.56,14.0,9.07,30.0,8.49,108.0,5.8,18.0,2.62
2017-2018,2017-51,Molise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-2018,2017-51,Campania,6.0,24.0,6995.0,3.43,10.0,9.71,6.0,3.38,7.0,2.04,1.0,1.33
2017-2018,2017-51,Apulia,71.0,510.0,92125.0,5.54,45.0,10.19,115.0,11.57,296.0,4.94,54.0,3.02
2017-2018,2017-51,Basilicata,2.0,2.0,2784.0,0.72,0.0,0.0,0.0,0.0,1.0,1.01,1.0,2.05
2017-2018,2017-51,Calabria,4.0,59.0,4107.0,14.37,21.0,16.52,34.0,13.06,4.0,17.24,0.0,0.0
2017-2018,2017-51,Sicily,55.0,330.0,72933.0,4.52,0.0,0.0,19.0,8.76,230.0,4.43,81.0,4.36
2017-2018,2017-51,Sardinia,6.0,25.0,6829.0,3.66,8.0,5.66,8.0,2.95,6.0,3.32,3.0,3.34
2017-2018,2017-52,Piedmont,37.0,703.0,48544.0,14.48,47.0,47.57,91.0,29.9,452.0,14.59,113.0,8.34
2017-2018,2017-52,Aosta Valley,5.0,29.0,6946.0,4.18,0.0,0.0,2.0,10.26,24.0,4.95,3.0,1.57
2017-2018,2017-52,Lombardy,87.0,1145.0,123571.0,9.27,179.0,25.18,243.0,14.36,629.0,8.8,94.0,3.35
2017-2018,2017-52,AP Bolzano,5.0,26.0,7111.0,3.66,3.0,6.67,9.0,10.92,11.0,2.55,3.0,1.97
2017-2018,2017-52,AP Trento,11.0,308.0,13989.0,22.02,69.0,54.59,107.0,37.78,98.0,14.14,34.0,11.48
2017-2018,2017-52,Veneto,51.0,298.0,66699.0,4.47,19.0,8.24,39.0,6.06,205.0,5.01,35.0,2.06
2017-2018,2017-52,Friuli-Venezia Giulia,8.0,37.0,11113.0,3.33,2.0,7.75,10.0,5.27,23.0,3.9,2.0,0.65
2017-2018,2017-52,Liguria,15.0,264.0,17631.0,14.97,39.0,38.88,56.0,31.37,133.0,13.61,36.0,7.1
2017-2018,2017-52,Emilia-Romagna,40.0,568.0,55189.0,10.29,99.0,31.02,177.0,23.13,245.0,7.88,47.0,3.55
2017-2018,2017-52,Tuscany,33.0,466.0,43226.0,10.78,65.0,33.92,82.0,15.9,270.0,10.77,49.0,4.42
2017-2018,2017-52,Umbria,8.0,121.0,9860.0,12.27,30.0,41.21,35.0,17.46,50.0,10.32,6.0,2.63
2017-2018,2017-52,Marche,13.0,267.0,15824.0,16.87,76.0,35.06,85.0,22.27,91.0,13.25,15.0,5.05
2017-2018,2017-52,Lazio,94.0,1647.0,122525.0,13.44,194.0,41.0,259.0,21.95,985.0,12.59,209.0,7.54
2017-2018,2017-52,Abruzzo,28.0,449.0,34002.0,13.21,75.0,40.58,124.0,26.05,195.0,9.59,55.0,7.79
2017-2018,2017-52,Molise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-2018,2017-52,Campania,13.0,213.0,16450.0,12.95,35.0,22.19,62.0,20.44,105.0,11.07,11.0,4.68
2017-2018,2017-52,Apulia,90.0,1290.0,120772.0,10.68,95.0,22.33,197.0,19.11,750.0,9.17,248.0,10.15
2017-2018,2017-52,Basilicata,6.0,229.0,6563.0,34.89,13.0,34.76,30.0,25.91,149.0,39.77,37.0,28.82
2017-2018,2017-52,Calabria,5.0,108.0,5007.0,21.57,42.0,24.4,60.0,19.65,6.0,25.86,0.0,0.0
2017-2018,2017-52,Sicily,67.0,843.0,86652.0,9.73,16.0,12.34,71.0,18.1,581.0,9.69,175.0,8.16
2017-2018,2017-52,Sardinia,8.0,90.0,7717.0,11.66,27.0,19.57,24.0,9.99,31.0,11.26,8.0,6.77
2017-2018,2018-01,Piedmont,42.0,1007.0,55713.0,18.07,72.0,36.59,94.0,16.84,659.0,19.49,182.0,12.68
2017-2018,2018-01,Aosta Valley,8.0,127.0,11050.0,11.49,0.0,0.0,1.0,1.1,114.0,16.58,12.0,4.23
2017-2018,2018-01,Lombardy,107.0,1870.0,149861.0,12.48,241.0,25.17,231.0,10.7,1149.0,13.33,249.0,7.66
2017-2018,2018-01,AP Bolzano,9.0,81.0,13896.0,5.83,23.0,68.05,4.0,4.78,48.0,5.19,6.0,1.72
2017-2018,2018-01,AP Trento,12.0,293.0,14856.0,19.72,57.0,38.99,70.0,20.08,136.0,19.42,30.0,10.33
2017-2018,2018-01,Veneto,91.0,707.0,118947.0,5.94,98.0,14.58,101.0,6.38,424.0,6.19,84.0,3.01
2017-2018,2018-01,Friuli-Venezia Giulia,15.0,99.0,19788.0,5.0,14.0,8.06,10.0,2.19,64.0,7.24,11.0,2.37
